Circuit Name,No of Lines,No of Gates,Fault Model,Total Faults,GA Approach,Detected Faults,Fault Coverage,Test Set Size,Best Vector Set,Execution Time,Actual Generations,Time Limit Exceeded,Minimization Skipped,date,time
hwb7_302,73,281,RGF,281,Directed,281,100,5,"[304215, 604391, 690347, 4722366482869645908021, 917110]",1.2066,1,FALSE,FALSE,03-04-2026,12:48:20
hwb7_302,73,281,SAF,1414,Directed,1403,99.22206506,10,"[4491786756002564181293, 1254594774194834832098, 3560222186841114954964, 4473336846350581149060, 4473715992043215955157, 4473551751565989064655, 3560798647589677477253, 2362412794587747355266, 4473551753765012319405, 4473336881534953257935]",73.3438,20,FALSE,FALSE,03-04-2026,13:49:09
hwb7_302,73,281,SMGF,281,Directed,281,100,4,"[926943, 79791, 926719, 1043679]",1.1292,1,FALSE,FALSE,03-04-2026,12:42:53
hwb7_302,73,281,GAF,282,Random,282,100,9,"[959703, 4611686018428347607, 986844, 829526, 72057594038891650, 26591, 856566, 279641, 85052]",1.4027,1,FALSE,FALSE,03-04-2026,11:14:52
hwb7_302,73,281,MMGF,561,Random,561,100,5,"[412895, 98389, 221523, 273359, 590295810358705980067]",2.509,1,FALSE,FALSE,03-04-2026,11:14:47
hwb7_302,73,281,PMGF,583,Random,583,100,10,"[811584, 705967, 7324, 345043, 1013712, 3443, 477502, 802092, 839313, 131748]",2.551,1,FALSE,FALSE,03-04-2026,11:14:50
hwb7_302,73,281,RGF,281,Random,281,100,6,"[295147905179352883447, 892631, 2305843009214232739, 70368744900829, 248443, 752990]",1.2158,1,FALSE,FALSE,03-04-2026,11:19:58
hwb7_302,73,281,SAF,1414,Random,1400,99.00990099,10,"[8312654402817906051193, 5204288798829388226191, 5204288798829355885252, 3542356673712771410759, 4888676535844531791599, 5204290064350478061230, 3728836517116344690372, 8264720341695816681561, 3728550683606346778713, 3712696601145542430382]",68.4834,20,FALSE,FALSE,03-04-2026,11:14:44
hwb7_302,73,281,SMGF,281,Random,281,100,5,"[450623, 935151, 695519, 1018727, 2395963]",1.1198,1,FALSE,FALSE,03-04-2026,11:14:48
hwb7_60,7,166,BF,1992,Directed,1992,100,4,"[42, 85, 27, 58]",0.615,1,FALSE,FALSE,03-04-2026,12:19:13
hwb7_60,7,166,CAF,434,Directed,364,83.87096774,12,"[114, 99, 101, 53, 102, 120, 85, 87, 107, 117, 98, 69]",3.0713,20,FALSE,FALSE,03-04-2026,12:19:12
hwb7_60,7,166,GAF,167,Directed,167,100,4,"[95, 86, 116, 83]",0.1811,1,FALSE,FALSE,03-04-2026,12:19:04
hwb7_60,7,166,MMGF,331,Directed,331,100,10,"[126, 119, 94, 93, 124, 95, 87, 125, 86, 85]",2.0696,18,FALSE,FALSE,03-04-2026,13:25:28
hwb7_60,7,166,PMGF,1008,Directed,919,91.17063492,12,"[46, 91, 116, 54, 122, 75, 83, 78, 62, 118, 47, 55]",3.9601,20,FALSE,FALSE,03-04-2026,13:25:47
hwb7_60,7,166,RGF,166,Directed,166,100,7,"[126, 125, 95, 111, 63, 110, 93]",0.7959,7,FALSE,FALSE,03-04-2026,12:19:12
hwb7_60,7,166,SAF,1456,Directed,1456,100,4,"[127, 2, 112, 66]",3.0471,20,FALSE,FALSE,03-04-2026,12:18:43
hwb7_60,7,166,SMGF,166,Directed,166,100,9,"[117, 118, 125, 126, 95, 123, 119, 93, 124]",2.2949,18,FALSE,FALSE,03-04-2026,12:18:53
hwb7_60,7,166,BF,1992,Random,1992,100,4,"[22, 67, 70, 110]",0.5181,1,FALSE,FALSE,03-04-2026,10:50:23
hwb7_60,7,166,CAF,434,Random,362,83.41013825,11,"[105, 104, 86, 120, 90, 94, 118, 121, 89, 107, 110]",3.2061,20,FALSE,FALSE,03-04-2026,10:50:15
hwb7_60,7,166,GAF,167,Random,167,100,5,"[103, 75, 69, 116, 77]",0.1259,1,FALSE,FALSE,03-04-2026,10:50:05
hwb7_60,7,166,MMGF,331,Random,330,99.6978852,8,"[115, 125, 109, 123, 107, 99, 126, 108]",2.6042,20,FALSE,FALSE,03-04-2026,10:49:43
hwb7_60,7,166,PMGF,1008,Random,908,90.07936508,13,"[60, 78, 101, 58, 116, 110, 30, 77, 86, 59, 62, 13, 69]",5.9554,20,FALSE,FALSE,03-04-2026,10:50:05
hwb7_60,7,166,RGF,166,Random,165,99.39759036,8,"[126, 119, 111, 125, 63, 118, 110, 124]",2.2591,20,FALSE,FALSE,03-04-2026,10:50:22
hwb7_60,7,166,SAF,1456,Random,1456,100,7,"[79, 16, 62, 34, 78, 56, 19]",0.3922,1,FALSE,FALSE,03-04-2026,10:49:35
hwb7_60,7,166,SMGF,166,Random,165,99.39759036,7,"[117, 126, 123, 125, 111, 119, 124]",2.7855,20,FALSE,FALSE,03-04-2026,10:49:51
mod5adder_127,6,21,BF,210,Directed,210,100,3,"[50, 15, 27]",0.0048,1,FALSE,FALSE,02-04-2026,16:53:18
mod5adder_127,6,21,CAF,78,Directed,77,98.71794872,8,"[8, 59, 12, 9, 36, 34, 10, 11]",3.0906,20,FALSE,FALSE,02-04-2026,16:22:01
mod5adder_127,6,21,GAF,22,Directed,22,100,2,"[51, 61]",0.0021,1,FALSE,FALSE,02-04-2026,16:53:01
mod5adder_127,6,21,MMGF,41,Directed,41,100,4,"[7, 39, 9, 3]",0.5222,5,FALSE,FALSE,02-04-2026,16:52:51
mod5adder_127,6,21,PMGF,63,Directed,62,98.41269841,7,"[12, 19, 32, 39, 3, 15, 36]",2.6837,20,FALSE,FALSE,02-04-2026,16:21:52
mod5adder_127,6,21,RGF,21,Directed,21,100,3,"[7, 55, 1]",0.2696,3,FALSE,FALSE,02-04-2026,16:22:04
mod5adder_127,6,21,SAF,96,Directed,96,100,4,"[61, 26, 9, 17]",0.0034,1,FALSE,FALSE,02-04-2026,16:21:37
mod5adder_127,6,21,SMGF,21,Directed,21,100,3,"[23, 7, 1]",0.5178,5,FALSE,FALSE,02-04-2026,16:21:43
mod5adder_127,6,21,SAF,96,Random,96,100,3,"[58, 33, 31]",0.003,1,FALSE,FALSE,03-04-2026,23:38:19
mod5adder_127,6,21,MMGF,41,Random,41,100,4,"[7, 38, 23, 9]",0.001,1,FALSE,FALSE,03-04-2026,23:38:19
mod5adder_127,6,21,SMGF,21,Random,21,100,3,"[23, 7, 0]",0.0006,1,FALSE,FALSE,03-04-2026,23:38:19
mod5adder_127,6,21,PMGF,63,Random,63,100,9,"[2, 5, 19, 32, 38, 16, 6, 35, 7]",1.0679,15,FALSE,FALSE,03-04-2026,23:38:20
mod5adder_127,6,21,GAF,22,Random,22,100,3,"[34, 23, 21]",0.0012,1,FALSE,FALSE,03-04-2026,23:38:20
mod5adder_127,6,21,CAF,78,Random,77,98.71794872,8,"[56, 12, 11, 37, 50, 8, 38, 5]",1.6864,20,FALSE,FALSE,03-04-2026,23:38:25
mod5adder_127,6,21,RGF,21,Random,21,100,3,"[23, 1, 14]",0.0012,1,FALSE,FALSE,03-04-2026,23:38:27
mod5adder_127,6,21,BF,210,Random,210,100,4,"[21, 31, 52, 41]",0.004,1,FALSE,FALSE,03-04-2026,23:38:27
mod5adder_127,6,21,MBF,252,Random,252,100,2,"[61, 28]",0.0243,1,FALSE,FALSE,03-04-2026,23:51:36
mod5adder_127,6,21,MBF,252,Directed,252,100,2,"[37, 29]",0.015,1,FALSE,FALSE,04-04-2026,00:00:01
mod5d1_63,5,7,BF,56,Directed,56,100,2,"[21, 20]",0.001,1,FALSE,FALSE,02-04-2026,16:07:05
mod5d1_63,5,7,CAF,20,Directed,20,100,4,"[22, 13, 25, 14]",3.1144,6,FALSE,FALSE,02-04-2026,16:07:05
mod5d1_63,5,7,GAF,8,Directed,8,100,2,"[9, 4]",0.0008,1,FALSE,FALSE,02-04-2026,16:06:34
mod5d1_63,5,7,MMGF,13,Directed,13,100,2,"[30, 19]",0.0008,1,FALSE,FALSE,02-04-2026,16:06:34
mod5d1_63,5,7,PMGF,9,Directed,9,100,2,"[18, 30]",0.0006,1,FALSE,FALSE,02-04-2026,16:06:34
mod5d1_63,5,7,RGF,7,Directed,7,100,1,[28],0.0006,1,FALSE,FALSE,02-04-2026,16:07:05
mod5d1_63,5,7,SAF,30,Directed,30,100,4,"[21, 9, 15, 6]",0.0007,1,FALSE,FALSE,02-04-2026,16:06:34
mod5d1_63,5,7,SMGF,7,Directed,7,100,3,"[7, 8, 3]",0.1259,2,FALSE,FALSE,02-04-2026,16:06:34
mod5d1_63,5,7,BF,56,Random,56,100,2,"[20, 2]",0.3807,4,FALSE,FALSE,02-04-2026,16:01:57
mod5d1_63,5,7,CAF,20,Random,20,100,4,"[20, 15, 8, 19]",0.0623,1,FALSE,FALSE,02-04-2026,16:01:57
mod5d1_63,5,7,GAF,8,Random,8,100,2,"[14, 15]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:43
mod5d1_63,5,7,MMGF,13,Random,13,100,2,"[28, 20]",0.5324,5,FALSE,FALSE,02-04-2026,16:01:43
mod5d1_63,5,7,PMGF,9,Random,9,100,2,"[18, 11]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:43
mod5d1_63,5,7,RGF,7,Random,7,100,2,"[22, 26]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:57
mod5d1_63,5,7,SAF,30,Random,30,100,3,"[17, 2, 14]",0.0007,1,FALSE,FALSE,02-04-2026,16:01:42
mod5d1_63,5,7,SMGF,7,Random,7,100,1,[12],0.0001,1,FALSE,FALSE,02-04-2026,16:01:43
mod5d1_63,5,7,MBF,42,Random,42,100,1,[2],0.0003,1,FALSE,FALSE,03-04-2026,23:47:38
mod5d1_63,5,7,MBF,42,Directed,42,100,2,"[30, 23]",0.0017,1,FALSE,FALSE,03-04-2026,23:58:22
mux_246,22,35,BF,1470,Directed,1470,100,3,"[875147, 502945, 2602057]",0.4257,1,FALSE,FALSE,02-04-2026,16:51:05
mux_246,22,35,CAF,604,Directed,519,85.92715232,24,"[12318, 181415, 3350, 927030, 1786990, 538574, 12296, 73862, 67822, 926991, 21607, 414158, 12815, 21526, 140399, 422198, 676150, 21534, 117863, 67718, 12422, 68715, 1732246, 1732254]",3.8641,20,FALSE,FALSE,02-04-2026,16:20:06
mux_246,22,35,GAF,36,Directed,36,100,3,"[452083, 2301513, 919259]",0.0094,1,FALSE,FALSE,02-04-2026,16:19:54
mux_246,22,35,MMGF,69,Directed,65,94.20289855,19,"[4193623, 4193199, 4193167, 4192638, 4192607, 4192375, 4184999, 4192591, 4184415, 4062127, 4193211, 4193186, 4193175, 4192987, 4192587, 4192555, 4184947, 4192578, 4062087]",2.6595,20,FALSE,FALSE,02-04-2026,16:50:25
mux_246,22,35,PMGF,1225,Directed,1203,98.20408163,24,"[917439, 4063175, 3026855, 1754527, 3801071, 3997650, 3864439, 1767243, 910991, 1765783, 1017197, 917475, 3800989, 1925045, 3997629, 3973087, 4063171, 1767279, 1924979, 3800917, 718783, 1767247, 1964439, 3800999]",5.2396,20,FALSE,FALSE,02-04-2026,16:50:44
mux_246,22,35,RGF,35,Directed,35,100,9,"[4175991, 4175903, 4173567, 4171631, 4171598, 4049447, 4042455, 4176194, 4173511]",1.5953,13,FALSE,FALSE,02-04-2026,16:50:57
mux_246,22,35,SAF,332,Directed,332,100,4,"[4016331, 1363507, 603612, 2063691]",1.5559,11,FALSE,FALSE,02-04-2026,16:50:16
mux_246,22,35,SMGF,35,Directed,35,100,9,"[4193143, 4193087, 4193071, 4193063, 4193039, 4191327, 4190167, 4191299, 4191175]",1.6284,13,FALSE,FALSE,02-04-2026,16:50:29
mux_246,22,35,SAF,332,Random,332,100,5,"[3145661, 536130, 2544221, 1584733, 3145149]",0.9218,12,FALSE,FALSE,03-04-2026,23:36:37
mux_246,22,35,MMGF,69,Random,66,95.65217391,20,"[4171967, 2093239, 2092263, 2092183, 2086127, 2085535, 2066831, 2085911, 2074815, 2058727, 4182671, 2093235, 2092459, 2092219, 2092191, 2092179, 2086115, 2066827, 2017775, 2092167]",1.345,20,FALSE,FALSE,03-04-2026,23:36:42
mux_246,22,35,SMGF,35,Random,34,97.14285714,8,"[4194295, 4194287, 4194279, 4194271, 4194239, 4194199, 4194191, 4194183]",1.3299,20,FALSE,FALSE,03-04-2026,23:36:46
mux_246,22,35,PMGF,1225,Random,1195,97.55102041,26,"[2093974, 2938799, 523591, 783295, 3743287, 3743263, 2071587, 1891659, 2083919, 2940020, 2945885, 982915, 2096685, 3017063, 2017619, 478775, 2945371, 1886564, 979903, 2086831, 478239, 2030927, 2938791, 2096743, 2030943, 1886243]",2.6149,20,FALSE,FALSE,03-04-2026,23:36:54
mux_246,22,35,GAF,36,Random,36,100,3,"[930702, 766826, 630215]",0.0088,1,FALSE,FALSE,03-04-2026,23:36:54
mux_246,22,35,CAF,604,Random,501,82.94701987,22,"[1042, 2830, 54951, 13726, 219054, 346935, 1047, 164, 35607, 1927, 18726, 530359, 7007, 35111, 346987, 1295, 349870, 911, 1419, 29795, 19223, 30106]",2.2036,20,FALSE,FALSE,03-04-2026,23:37:00
mux_246,22,35,RGF,35,Random,35,100,10,"[4193791, 4193719, 4193703, 4193623, 4177519, 4177375, 4193679, 4177487, 4177351, 4177347]",1.14,18,FALSE,FALSE,03-04-2026,23:37:03
mux_246,22,35,BF,1470,Random,1470,100,2,"[873666, 2525847]",0.1727,1,FALSE,FALSE,03-04-2026,23:37:03
mux_246,22,35,MBF,13300,Random,13300,100,2,"[1715557, 567859]",3.1143,1,FALSE,FALSE,03-04-2026,23:50:57
mux_246,22,35,MBF,13300,Directed,13300,100,3,"[562541, 345412, 1345690]",3.6495,1,FALSE,FALSE,03-04-2026,23:58:55
one-two-three-v0_97,5,11,BF,88,Directed,88,100,2,"[22, 5]",0.0019,1,FALSE,FALSE,02-04-2026,16:07:09
one-two-three-v0_97,5,11,CAF,21,Directed,21,100,4,"[16, 10, 24, 8]",0.6372,6,FALSE,FALSE,02-04-2026,16:07:09
one-two-three-v0_97,5,11,GAF,12,Directed,12,100,2,"[21, 23]",0.0008,1,FALSE,FALSE,02-04-2026,16:07:06
one-two-three-v0_97,5,11,MMGF,21,Directed,21,100,3,"[31, 28, 7]",0.0006,1,FALSE,FALSE,02-04-2026,16:07:05
one-two-three-v0_97,5,11,PMGF,41,Directed,41,100,5,"[15, 29, 5, 28, 31]",0.5241,5,FALSE,FALSE,02-04-2026,16:07:06
one-two-three-v0_97,5,11,RGF,11,Directed,11,100,2,"[16, 10]",0.0007,1,FALSE,FALSE,02-04-2026,16:07:09
one-two-three-v0_97,5,11,SAF,68,Directed,68,100,4,"[23, 14, 21, 19]",0.4057,4,FALSE,FALSE,02-04-2026,16:07:05
one-two-three-v0_97,5,11,SMGF,11,Directed,11,100,3,"[16, 7, 29]",0.0007,1,FALSE,FALSE,02-04-2026,16:07:05
one-two-three-v0_97,5,11,BF,88,Random,88,100,2,"[23, 5]",0.0017,1,FALSE,FALSE,02-04-2026,16:02:04
one-two-three-v0_97,5,11,CAF,21,Random,21,100,4,"[16, 8, 6, 24]",1.5982,13,FALSE,FALSE,02-04-2026,16:02:03
one-two-three-v0_97,5,11,GAF,12,Random,12,100,2,"[11, 21]",0.0013,1,FALSE,FALSE,02-04-2026,16:02:01
one-two-three-v0_97,5,11,MMGF,21,Random,21,100,3,"[24, 25, 7]",0.1267,2,FALSE,FALSE,02-04-2026,16:02:00
one-two-three-v0_97,5,11,PMGF,41,Random,41,100,4,"[23, 15, 25, 21]",0.9046,8,FALSE,FALSE,02-04-2026,16:02:01
one-two-three-v0_97,5,11,RGF,11,Random,11,100,3,"[7, 31, 28]",1.0412,9,FALSE,FALSE,02-04-2026,16:02:04
one-two-three-v0_97,5,11,SAF,68,Random,68,100,3,"[31, 2, 5]",0.0013,1,FALSE,FALSE,02-04-2026,16:01:57
one-two-three-v0_97,5,11,SMGF,11,Random,11,100,3,"[16, 20, 28]",0.6451,6,FALSE,FALSE,02-04-2026,16:02:01
one-two-three-v0_97,5,11,MBF,66,Random,66,100,1,[5],0.0021,1,FALSE,FALSE,03-04-2026,23:47:38
one-two-three-v0_97,5,11,MBF,66,Directed,66,100,1,[5],0.0007,1,FALSE,FALSE,03-04-2026,23:58:22
rd32-v0_66,4,4,BF,24,Directed,24,100,1,[10],0.0003,1,FALSE,FALSE,02-04-2026,16:06:34
rd32-v0_66,4,4,CAF,6,Directed,6,100,2,"[14, 11]",0.2524,3,FALSE,FALSE,02-04-2026,16:06:34
rd32-v0_66,4,4,GAF,5,Directed,5,100,1,[15],0.0002,1,FALSE,FALSE,02-04-2026,16:06:34
rd32-v0_66,4,4,MMGF,7,Directed,7,100,2,"[5, 7]",0.0003,1,FALSE,FALSE,02-04-2026,16:06:33
rd32-v0_66,4,4,PMGF,8,Directed,8,100,3,"[12, 9, 14]",0.7701,7,FALSE,FALSE,02-04-2026,16:06:34
rd32-v0_66,4,4,RGF,4,Directed,4,100,2,"[5, 3]",0.0003,1,FALSE,FALSE,02-04-2026,16:06:34
rd32-v0_66,4,4,SAF,20,Directed,20,100,3,"[9, 7, 6]",0.0615,1,FALSE,FALSE,02-04-2026,16:06:33
rd32-v0_66,4,4,SMGF,4,Directed,4,100,2,"[14, 15]",0.0003,1,FALSE,FALSE,02-04-2026,16:06:33
rd32-v0_66,4,4,BF,24,Random,24,100,1,[10],0.0002,1,FALSE,FALSE,02-04-2026,16:01:42
rd32-v0_66,4,4,CAF,6,Random,6,100,3,"[14, 15, 3]",2.3446,16,FALSE,FALSE,02-04-2026,16:01:42
rd32-v0_66,4,4,GAF,5,Random,5,100,2,"[1, 8]",0.0005,1,FALSE,FALSE,02-04-2026,16:01:40
rd32-v0_66,4,4,MMGF,7,Random,7,100,2,"[13, 7]",0.2679,3,FALSE,FALSE,02-04-2026,16:01:37
rd32-v0_66,4,4,PMGF,8,Random,8,100,3,"[15, 2, 9]",0.0006,1,FALSE,FALSE,02-04-2026,16:01:40
rd32-v0_66,4,4,RGF,4,Random,4,100,2,"[5, 15]",0.128,2,FALSE,FALSE,02-04-2026,16:01:42
rd32-v0_66,4,4,SAF,20,Random,20,100,3,"[3, 9, 6]",0.0619,1,FALSE,FALSE,02-04-2026,16:01:36
rd32-v0_66,4,4,SMGF,4,Random,4,100,2,"[5, 11]",0.0003,1,FALSE,FALSE,02-04-2026,16:01:37
rd32-v0_66,4,4,MBF,8,Random,8,100,1,[4],0.0002,1,FALSE,FALSE,03-04-2026,23:47:38
rd32-v0_66,4,4,MBF,8,Directed,8,100,1,[2],0.0001,1,FALSE,FALSE,03-04-2026,23:58:23
rd53_131,7,28,BF,336,Directed,336,100,3,"[85, 14, 91]",0.013,1,FALSE,FALSE,02-04-2026,16:16:08
rd53_131,7,28,CAF,144,Directed,143,99.30555556,8,"[44, 22, 30, 28, 38, 23, 20, 95]",2.6085,20,FALSE,FALSE,02-04-2026,16:46:55
rd53_131,7,28,GAF,29,Directed,29,100,3,"[62, 76, 31]",0.0018,1,FALSE,FALSE,02-04-2026,16:15:59
rd53_131,7,28,MMGF,55,Directed,54,98.18181818,5,"[91, 79, 90, 95, 75]",3.2439,20,FALSE,FALSE,02-04-2026,16:15:50
rd53_131,7,28,PMGF,61,Directed,60,98.36065574,9,"[113, 114, 111, 119, 121, 102, 105, 118, 110]",3.0566,20,FALSE,FALSE,02-04-2026,16:15:59
rd53_131,7,28,RGF,28,Directed,28,100,5,"[27, 31, 26, 74, 30]",0.3847,4,FALSE,FALSE,02-04-2026,16:16:08
rd53_131,7,28,SAF,104,Directed,104,100,4,"[121, 61, 34, 92]",0.0076,1,FALSE,FALSE,02-04-2026,16:15:41
rd53_131,7,28,SMGF,28,Directed,28,100,5,"[123, 111, 122, 127, 106]",0.5399,5,FALSE,FALSE,02-04-2026,16:15:50
rd53_131,7,28,SAF,104,Random,104,100,6,"[111, 43, 89, 42, 39, 91]",0.0056,1,FALSE,FALSE,03-04-2026,23:36:20
rd53_131,7,28,MMGF,55,Random,54,98.18181818,5,"[123, 111, 122, 127, 107]",1.567,20,FALSE,FALSE,03-04-2026,23:36:24
rd53_131,7,28,SMGF,28,Random,28,100,5,"[123, 111, 110, 127, 107]",1.0296,17,FALSE,FALSE,03-04-2026,23:36:25
rd53_131,7,28,PMGF,61,Random,59,96.72131148,8,"[49, 114, 79, 70, 89, 62, 105, 110]",1.2961,20,FALSE,FALSE,03-04-2026,23:36:29
rd53_131,7,28,GAF,29,Random,29,100,3,"[63, 96, 87]",0.0015,1,FALSE,FALSE,03-04-2026,23:36:29
rd53_131,7,28,CAF,144,Random,143,99.30555556,9,"[32, 58, 30, 29, 48, 42, 118, 24, 27]",1.3078,20,FALSE,FALSE,03-04-2026,23:36:33
rd53_131,7,28,RGF,28,Random,28,100,5,"[123, 111, 122, 127, 107]",0.3758,6,FALSE,FALSE,03-04-2026,23:36:33
rd53_131,7,28,BF,336,Random,336,100,4,"[54, 33, 43, 30]",0.0076,1,FALSE,FALSE,03-04-2026,23:36:33
rd53_131,7,28,MBF,560,Random,560,100,3,"[126, 116, 52]",0.0287,1,FALSE,FALSE,03-04-2026,23:50:53
rd53_131,7,28,MBF,560,Directed,560,100,2,"[46, 22]",0.03,1,FALSE,FALSE,03-04-2026,23:58:50
rd84_142,15,28,BF,784,Directed,784,100,3,"[20599, 31186, 8889]",0.0681,1,FALSE,FALSE,02-04-2026,16:15:40
rd84_142,15,28,CAF,343,Directed,343,100,16,"[8827, 3318, 4815, 4698, 9912, 18376, 9146, 309, 10950, 18225, 18227, 11371, 9211, 4699, 308, 11354]",1.0322,8,FALSE,FALSE,02-04-2026,16:15:39
rd84_142,15,28,GAF,29,Directed,29,100,2,"[30514, 6126]",0.004,1,FALSE,FALSE,02-04-2026,16:46:26
rd84_142,15,28,MMGF,55,Directed,55,100,4,"[4859, 2798, 4847, 26483]",0.0059,1,FALSE,FALSE,02-04-2026,16:15:36
rd84_142,15,28,PMGF,70,Directed,70,100,7,"[7490, 21431, 5193, 4039, 21428, 30445, 21017]",0.0084,1,FALSE,FALSE,02-04-2026,16:15:36
rd84_142,15,28,RGF,28,Directed,28,100,4,"[14069, 11645, 21817, 22391]",0.0039,1,FALSE,FALSE,02-04-2026,16:15:39
rd84_142,15,28,SAF,154,Directed,154,100,5,"[32637, 668, 19212, 19883, 16309]",0.0157,1,FALSE,FALSE,02-04-2026,16:15:36
rd84_142,15,28,SMGF,28,Directed,28,100,5,"[3833, 15031, 12278, 11704, 30822]",0.0033,1,FALSE,FALSE,02-04-2026,16:15:36
rd84_142,15,28,SAF,154,Random,154,100,4,"[30906, 15048, 22281, 24756]",0.0131,1,FALSE,FALSE,03-04-2026,23:36:33
rd84_142,15,28,MMGF,55,Random,55,100,4,"[19182, 13215, 893, 21372]",0.0036,1,FALSE,FALSE,03-04-2026,23:36:33
rd84_142,15,28,SMGF,28,Random,28,100,5,"[32319, 11365, 24669, 32746, 16842]",0.0022,1,FALSE,FALSE,03-04-2026,23:36:33
rd84_142,15,28,PMGF,70,Random,70,100,6,"[3139, 16604, 12577, 2610, 12747, 24551]",0.007,1,FALSE,FALSE,03-04-2026,23:36:33
rd84_142,15,28,GAF,29,Random,29,100,3,"[23537, 4561, 22565]",0.0038,1,FALSE,FALSE,03-04-2026,23:36:33
rd84_142,15,28,CAF,343,Random,343,100,16,"[1085, 1919, 10208, 14296, 1084, 853, 8239, 3417, 999, 15718, 6616, 1917, 1013, 6187, 15701, 3535]",0.9808,14,FALSE,FALSE,03-04-2026,23:36:34
rd84_142,15,28,RGF,28,Random,28,100,3,"[11006, 10997, 1151]",0.0028,1,FALSE,FALSE,03-04-2026,23:36:34
rd84_142,15,28,BF,784,Random,784,100,4,"[11191, 32427, 8930, 12189]",0.0545,1,FALSE,FALSE,03-04-2026,23:36:34
rd84_142,15,28,MBF,4368,Random,4368,100,3,"[22443, 21181, 12407]",0.6047,1,FALSE,FALSE,03-04-2026,23:50:54
rd84_142,15,28,MBF,4368,Directed,4368,100,3,"[14959, 6454, 18536]",0.5639,1,FALSE,FALSE,03-04-2026,23:58:51
rd84_313,34,104,BF,6864,Directed,6864,100,4,"[5813968554, 5539449770, 4448930602, 5522087237]",37.346,20,FALSE,FALSE,03-04-2026,13:45:44
rd84_313,34,104,CAF,3289,Directed,3289,100,21,"[4731318, 608091, 4295231285, 1035038, 31689, 4295230910, 61025, 2147535462, 1073759706, 2147507646, 4295528970, 510212, 585273, 1073759700, 2607718, 4295231433, 12731, 31389, 2715238, 510566, 606727]",13.5938,11,FALSE,FALSE,03-04-2026,12:38:16
rd84_313,34,104,GAF,105,Directed,105,100,5,"[969983, 234187, 463302, 447043, 128310]",0.194,1,FALSE,FALSE,03-04-2026,12:38:02
rd84_313,34,104,MMGF,207,Directed,207,100,5,"[9365663, 872615, 849175, 31719, 31399]",0.3021,1,FALSE,FALSE,03-04-2026,12:38:01
rd84_313,34,104,PMGF,193,Directed,193,100,9,"[565704, 134345014, 173803, 850973, 112262, 1578308, 637234, 636870, 34227926]",0.2273,1,FALSE,FALSE,03-04-2026,12:38:02
rd84_313,34,104,RGF,104,Directed,104,100,5,"[748415, 34366646, 773370, 2147831599, 813945]",0.3259,2,FALSE,FALSE,03-04-2026,12:38:16
rd84_313,34,104,SAF,494,Directed,493,99.79757085,9,"[13053561272, 13020832102, 8665291163, 13020833336, 8664222008, 2290977179, 9262553400, 12970723686, 8892811622]",5.6652,20,FALSE,FALSE,03-04-2026,13:43:17
rd84_313,34,104,SMGF,104,Directed,104,100,5,"[925947, 794687, 2433087, 232031, 637435]",0.1569,1,FALSE,FALSE,03-04-2026,12:38:02
rd84_313,34,104,BF,6864,Random,6864,100,6,"[11042442922, 10821606634, 1380207282, 2184072114, 1378765546, 2353285810]",31.0426,15,FALSE,FALSE,03-04-2026,11:11:18
rd84_313,34,104,CAF,3289,Random,3287,99.93919124,25,"[136695, 356797, 390858, 2147868956, 537083427, 56506, 2132333, 661591, 2485434, 353535, 2147840365, 2149190236, 2153494, 2147843325, 1706583, 1707194, 2154019, 67733535, 3221610813, 67731959, 2147840445, 17434989, 2147813741, 67438957, 3221610768]",23.6658,20,FALSE,FALSE,03-04-2026,11:10:10
rd84_313,34,104,GAF,105,Random,105,100,5,"[376305, 1013327, 33916207, 912697, 1031665]",0.3049,1,FALSE,FALSE,03-04-2026,11:09:04
rd84_313,34,104,MMGF,207,Random,207,100,4,"[521591, 705467, 750029, 913823]",0.5425,1,FALSE,FALSE,03-04-2026,11:09:03
rd84_313,34,104,PMGF,193,Random,193,100,8,"[2148181832, 205110, 960209, 1032368, 836702, 205101, 134612399, 2147990423]",0.4504,1,FALSE,FALSE,03-04-2026,11:09:03
rd84_313,34,104,RGF,104,Random,104,100,5,"[564222, 239839, 517694, 594391, 2338015]",0.2721,1,FALSE,FALSE,03-04-2026,11:10:10
rd84_313,34,104,SAF,494,Random,491,99.39271255,8,"[16537993758, 15170539619, 15192756764, 12894146979, 15183466781, 20913694, 15226314270, 15183503902]",4.9634,20,FALSE,FALSE,03-04-2026,11:09:02
rd84_313,34,104,SMGF,104,Random,104,100,5,"[344315, 539543, 8917116, 748213, 2147621054]",0.2578,1,FALSE,FALSE,03-04-2026,11:09:03
ryy6_256,17,44,BF,1408,Directed,1408,100,3,"[76966, 96691, 104614]",0.2066,1,FALSE,FALSE,02-04-2026,16:15:36
ryy6_256,17,44,CAF,376,Directed,302,80.31914894,14,"[30688, 80926, 17406, 48158, 29598, 48480, 31840, 32862, 30206, 45982, 36702, 7838, 12126, 15454]",3.0045,20,FALSE,FALSE,02-04-2026,16:46:25
ryy6_256,17,44,GAF,45,Directed,45,100,3,"[72659, 124717, 118130]",0.0082,1,FALSE,FALSE,02-04-2026,16:15:23
